Customer ID,Purchase Date,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Customer Age,Returns,Customer Name,Age,Gender,Churn
24882,11/25/2020 19:49,Electronics,45,4,3986,Cash,58,,Elizabeth Garcia,58,Female,1
28572,7/27/2022 23:19,Home,268,4,4382,Cash,53,,David Day,53,Female,1
28572,8/13/2022 13:17,Books,170,1,1986,Credit Card,53,0,David Day,53,Female,1
28572,7/11/2020 2:23,Electronics,276,5,3834,Cash,53,0,David Day,53,Female,1
28572,7/10/2023 3:34,Books,64,5,337,Credit Card,53,0,David Day,53,Female,1
28572,1/23/2023 10:49,Books,132,1,2074,Cash,53,1,David Day,53,Female,1
10838,11/25/2020 22:25,Electronics,129,1,4927,PayPal,19,0,Jacqueline Taylor,19,Female,0
10838,8/7/2022 0:53,Electronics,299,1,4949,Cash,19,1,Jacqueline Taylor,19,Female,0
10838,9/4/2022 7:09,Clothing,387,4,1797,Cash,19,,Jacqueline Taylor,19,Female,0
10838,7/25/2020 0:02,Clothing,29,1,3044,Credit Card,19,,Jacqueline Taylor,19,Female,0
10838,12/30/2021 4:40,Clothing,284,2,1529,PayPal,19,0,Jacqueline Taylor,19,Female,0
10838,1/20/2022 18:17,Electronics,250,1,1606,Cash,19,1,Jacqueline Taylor,19,Female,0
10838,9/13/2021 7:50,Electronics,233,1,4061,Credit Card,19,1,Jacqueline Taylor,19,Female,0
28340,3/11/2020 9:30,Clothing,212,4,792,Credit Card,60,1,Barbara Vasquez,60,Male,0
28340,12/3/2022 9:05,Clothing,218,5,3022,PayPal,60,,Barbara Vasquez,60,Male,0
41822,1/3/2021 7:33,Electronics,80,2,1560,Cash,20,1,Jonathan Cooley,20,Male,0
41822,10/3/2020 7:32,Home,382,1,4805,Cash,20,0,Jonathan Cooley,20,Male,0
41822,7/20/2021 18:08,Home,382,1,706,Cash,20,1,Jonathan Cooley,20,Male,0
41822,10/3/2021 12:16,Books,122,2,1801,PayPal,20,0,Jonathan Cooley,20,Male,0
48405,10/12/2020 22:24,Home,370,3,2196,Cash,23,1,James Nichols,23,Female,0
48405,3/18/2020 13:41,Electronics,222,2,4524,Cash,23,1,James Nichols,23,Female,0
48405,8/5/2023 4:47,Electronics,387,3,2858,Cash,23,,James Nichols,23,Female,0
43957,1/28/2022 9:25,Home,48,1,1910,PayPal,70,,James King,70,Female,0
43957,12/4/2020 5:15,Clothing,89,1,2826,Cash,70,1,James King,70,Female,0
43957,4/21/2021 18:28,Clothing,50,5,1203,Cash,70,0,James King,70,Female,0
43957,6/5/2022 14:49,Electronics,244,2,4942,Cash,70,,James King,70,Female,0
43957,2/9/2023 7:57,Clothing,211,1,4474,Credit Card,70,0,James King,70,Female,0
43957,11/9/2021 3:14,Clothing,325,5,1318,PayPal,70,0,James King,70,Female,0
43957,7/20/2022 17:59,Clothing,332,3,1034,Cash,70,1,James King,70,Female,0
24340,9/6/2021 19:46,Home,250,3,4719,Credit Card,66,1,Joe Barnett,66,Female,1
24340,5/17/2020 14:08,Home,71,5,4458,PayPal,66,1,Joe Barnett,66,Female,1
24340,9/1/2021 2:16,Electronics,226,5,4167,PayPal,66,0,Joe Barnett,66,Female,1
24340,9/19/2020 12:23,Books,19,5,2834,Credit Card,66,,Joe Barnett,66,Female,1
24340,3/25/2021 15:00,Electronics,450,4,4029,Credit Card,66,1,Joe Barnett,66,Female,1
15641,9/12/2021 7:27,Clothing,425,5,4239,Credit Card,47,0,Julie Smith,47,Female,0
15641,11/20/2020 8:42,Clothing,223,3,2284,Cash,47,1,Julie Smith,47,Female,0
15641,8/5/2023 11:20,Electronics,50,2,1343,Credit Card,47,0,Julie Smith,47,Female,0
15641,6/19/2020 0:59,Home,294,5,3893,Credit Card,47,0,Julie Smith,47,Female,0
15641,12/20/2020 16:01,Home,229,5,3794,Cash,47,0,Julie Smith,47,Female,0
15641,12/15/2022 13:52,Books,206,1,4760,Cash,47,1,Julie Smith,47,Female,0
15641,7/3/2023 19:23,Clothing,349,4,2305,Cash,47,,Julie Smith,47,Female,0
15641,1/8/2022 1:58,Clothing,276,5,5128,PayPal,47,1,Julie Smith,47,Female,0
31094,8/20/2021 19:56,Clothing,212,4,1302,PayPal,54,,Ashley Jordan,54,Female,0
31094,7/28/2022 14:36,Books,17,1,4542,Credit Card,54,0,Ashley Jordan,54,Female,0
31094,6/12/2020 5:13,Books,385,4,3538,PayPal,54,,Ashley Jordan,54,Female,0
31094,10/10/2021 10:17,Electronics,400,2,1223,Cash,54,,Ashley Jordan,54,Female,0
4604,12/17/2022 17:00,Clothing,157,2,1166,Cash,49,0,David Sanchez,49,Male,0
4604,4/16/2022 10:11,Books,337,2,3982,PayPal,49,1,David Sanchez,49,Male,0
4604,11/11/2022 1:19,Clothing,19,4,1915,PayPal,49,0,David Sanchez,49,Male,0
42963,6/2/2020 2:33,Electronics,374,4,438,Credit Card,21,1,Jeanne Boyle,21,Male,0
42963,11/13/2020 18:47,Books,120,1,1406,Credit Card,21,1,Jeanne Boyle,21,Male,0
42963,3/19/2023 8:58,Home,81,2,1755,Credit Card,21,0,Jeanne Boyle,21,Male,0
42963,2/12/2021 19:28,Books,77,2,4175,Cash,21,1,Jeanne Boyle,21,Male,0
42963,8/24/2020 19:12,Electronics,153,4,3275,Credit Card,21,1,Jeanne Boyle,21,Male,0
42963,1/2/2021 18:46,Books,200,2,3922,Cash,21,0,Jeanne Boyle,21,Male,0
45188,7/30/2021 12:45,Electronics,152,1,500,Credit Card,20,0,Drew Jensen,20,Female,0
45188,5/8/2023 3:55,Books,129,3,732,Cash,20,,Drew Jensen,20,Female,0
45188,4/1/2023 21:52,Home,457,4,4342,Cash,20,1,Drew Jensen,20,Female,0
45188,2/5/2023 9:13,Electronics,299,1,570,Credit Card,20,1,Drew Jensen,20,Female,0
45188,6/24/2020 2:42,Home,95,2,3803,PayPal,20,1,Drew Jensen,20,Female,0
29614,7/28/2021 18:32,Home,38,5,4476,Cash,51,1,John Holloway,51,Male,0
29614,8/29/2020 6:58,Clothing,165,3,5028,Cash,51,,John Holloway,51,Male,0
29614,6/14/2020 10:44,Clothing,335,3,3168,Credit Card,51,0,John Holloway,51,Male,0
29614,10/20/2021 14:29,Books,15,4,4781,Cash,51,,John Holloway,51,Male,0
29614,8/23/2020 22:54,Clothing,182,3,4660,Cash,51,,John Holloway,51,Male,0
29614,12/28/2022 22:01,Home,27,3,1099,PayPal,51,0,John Holloway,51,Male,0
29614,9/9/2023 3:11,Clothing,173,1,3295,Cash,51,0,John Holloway,51,Male,0
29614,5/1/2023 22:47,Clothing,180,4,1284,Credit Card,51,0,John Holloway,51,Male,0
29614,8/3/2022 2:25,Electronics,493,5,610,Credit Card,51,1,John Holloway,51,Male,0
29614,7/12/2021 19:42,Books,212,3,2922,Cash,51,,John Holloway,51,Male,0
29614,9/7/2020 3:14,Books,103,2,4992,PayPal,51,,John Holloway,51,Male,0
40220,4/5/2020 2:54,Clothing,12,5,957,Credit Card,66,,Danielle Newton,66,Female,0
40220,7/28/2022 19:02,Books,201,4,1328,PayPal,66,1,Danielle Newton,66,Female,0
40220,11/23/2021 18:53,Electronics,128,1,1004,Credit Card,66,0,Danielle Newton,66,Female,0
40220,12/17/2020 3:51,Clothing,318,1,563,Cash,66,0,Danielle Newton,66,Female,0
40220,3/30/2022 10:04,Books,75,5,4673,Cash,66,0,Danielle Newton,66,Female,0
40220,4/5/2021 7:37,Electronics,263,5,3342,Cash,66,,Danielle Newton,66,Female,0
4092,5/25/2020 19:56,Clothing,462,5,2711,Cash,27,0,Darrell Cisneros,27,Female,1
4092,4/29/2022 8:03,Books,77,2,654,PayPal,27,1,Darrell Cisneros,27,Female,1
4092,7/27/2023 4:43,Clothing,361,5,4350,Credit Card,27,1,Darrell Cisneros,27,Female,1
4092,4/26/2023 9:42,Home,52,1,5116,PayPal,27,,Darrell Cisneros,27,Female,1
4092,6/15/2020 7:24,Electronics,76,3,3693,Credit Card,27,,Darrell Cisneros,27,Female,1
4092,12/8/2020 1:51,Clothing,158,5,666,PayPal,27,0,Darrell Cisneros,27,Female,1
4092,4/23/2021 8:18,Home,45,4,3030,PayPal,27,,Darrell Cisneros,27,Female,1
39400,10/17/2021 3:50,Electronics,81,3,5121,PayPal,62,0,Jared Turner,62,Female,0
39400,9/17/2020 16:19,Home,405,4,5116,Cash,62,0,Jared Turner,62,Female,0
39400,4/24/2022 7:15,Books,269,1,3719,Cash,62,1,Jared Turner,62,Female,0
39400,8/6/2023 21:54,Home,295,3,5087,Credit Card,62,,Jared Turner,62,Female,0
13636,12/7/2021 20:35,Home,284,2,1106,Credit Card,32,,William Hart,32,Male,0
13636,12/8/2020 9:48,Books,270,5,3070,PayPal,32,1,William Hart,32,Male,0
13636,3/13/2023 23:28,Home,358,4,1146,Cash,32,1,William Hart,32,Male,0
13636,6/23/2022 8:39,Books,148,2,3874,Cash,32,1,William Hart,32,Male,0
13636,12/31/2021 9:26,Electronics,412,1,2622,Credit Card,32,0,William Hart,32,Male,0
21768,10/24/2022 22:43,Clothing,144,2,3455,PayPal,26,0,Lisa David,26,Male,0
21768,7/12/2023 12:13,Electronics,498,3,1518,Credit Card,26,0,Lisa David,26,Male,0
21768,6/10/2020 15:34,Clothing,346,2,762,Cash,26,1,Lisa David,26,Male,0
21768,2/24/2023 12:36,Books,64,5,4238,Credit Card,26,0,Lisa David,26,Male,0
21768,7/2/2020 6:18,Clothing,83,5,633,Cash,26,0,Lisa David,26,Male,0
38876,9/10/2021 11:39,Home,222,2,1651,PayPal,46,1,Raymond Snyder,46,Male,1
38876,7/19/2021 3:01,Home,428,5,4989,Cash,46,1,Raymond Snyder,46,Male,1
38876,1/10/2022 8:47,Clothing,82,4,3015,Credit Card,46,0,Raymond Snyder,46,Male,1
38876,12/5/2022 2:01,Clothing,200,4,3961,Credit Card,46,0,Raymond Snyder,46,Male,1
38876,8/10/2020 7:50,Electronics,48,2,1565,Cash,46,,Raymond Snyder,46,Male,1
38876,1/28/2023 6:44,Clothing,83,1,3295,Credit Card,46,1,Raymond Snyder,46,Male,1
33966,3/21/2020 10:54,Electronics,297,1,1589,Credit Card,65,,Philip Hurst,65,Female,0
33966,4/2/2023 18:41,Books,208,3,1687,Credit Card,65,,Philip Hurst,65,Female,0
33966,12/10/2022 14:17,Clothing,287,5,2404,PayPal,65,0,Philip Hurst,65,Female,0
33966,1/22/2023 15:50,Home,29,2,1368,Cash,65,1,Philip Hurst,65,Female,0
33966,7/27/2021 18:26,Clothing,223,5,644,PayPal,65,,Philip Hurst,65,Female,0
33966,4/17/2021 5:40,Home,476,5,2461,PayPal,65,1,Philip Hurst,65,Female,0
33966,2/22/2023 8:10,Home,123,2,1314,Cash,65,1,Philip Hurst,65,Female,0
15266,4/20/2022 22:46,Books,195,5,2708,Cash,56,1,Scott Lutz,56,Female,1
15266,6/16/2023 7:32,Clothing,211,5,3457,PayPal,56,0,Scott Lutz,56,Female,1
15266,9/21/2020 14:26,Clothing,310,3,1540,Cash,56,0,Scott Lutz,56,Female,1
15266,4/21/2020 8:56,Home,275,1,2388,Credit Card,56,1,Scott Lutz,56,Female,1
15266,10/21/2021 12:45,Books,38,5,5195,Credit Card,56,0,Scott Lutz,56,Female,1
15266,2/27/2020 23:20,Clothing,85,5,5039,Cash,56,0,Scott Lutz,56,Female,1
22004,3/28/2022 1:43,Clothing,294,4,883,PayPal,41,0,Kurt Roberts,41,Female,0
22004,4/15/2021 21:41,Electronics,471,3,4181,PayPal,41,1,Kurt Roberts,41,Female,0
22004,4/19/2023 11:21,Clothing,170,1,1996,PayPal,41,1,Kurt Roberts,41,Female,0
22004,4/12/2022 21:27,Electronics,453,5,3015,Credit Card,41,,Kurt Roberts,41,Female,0
22004,3/29/2021 12:35,Home,372,3,3140,Cash,41,1,Kurt Roberts,41,Female,0
22004,1/2/2020 5:01,Books,349,5,4683,PayPal,41,0,Kurt Roberts,41,Female,0
22004,4/30/2022 9:03,Clothing,250,4,3056,Credit Card,41,0,Kurt Roberts,41,Female,0
22004,6/4/2023 7:30,Clothing,59,4,2809,PayPal,41,,Kurt Roberts,41,Female,0
22004,9/5/2020 7:22,Clothing,329,4,1171,Credit Card,41,0,Kurt Roberts,41,Female,0
27782,10/31/2021 21:07,Home,295,5,1590,Credit Card,40,0,Heather Edwards,40,Male,1
27782,3/3/2023 18:12,Home,110,4,362,Cash,40,1,Heather Edwards,40,Male,1
27782,3/30/2023 21:56,Electronics,389,3,2611,Credit Card,40,0,Heather Edwards,40,Male,1
27782,5/25/2023 5:23,Home,473,2,1992,Credit Card,40,0,Heather Edwards,40,Male,1
27782,10/11/2021 1:27,Books,388,1,4106,Credit Card,40,1,Heather Edwards,40,Male,1
27782,2/4/2023 18:06,Home,365,1,2462,Cash,40,1,Heather Edwards,40,Male,1
27782,5/29/2021 6:53,Home,32,3,4344,Cash,40,1,Heather Edwards,40,Male,1
27782,10/28/2022 9:18,Clothing,241,5,4468,Cash,40,1,Heather Edwards,40,Male,1
27782,7/22/2023 0:00,Clothing,24,3,2742,Credit Card,40,1,Heather Edwards,40,Male,1
8514,9/10/2021 13:49,Home,488,2,3064,Cash,54,0,Joseph Vazquez,54,Male,0
8514,5/13/2022 1:59,Home,43,5,3782,PayPal,54,1,Joseph Vazquez,54,Male,0
8514,2/26/2022 5:43,Electronics,115,3,1582,Cash,54,1,Joseph Vazquez,54,Male,0
8514,3/28/2022 19:29,Home,327,4,4120,PayPal,54,1,Joseph Vazquez,54,Male,0
8514,7/3/2020 3:51,Clothing,33,4,4049,PayPal,54,0,Joseph Vazquez,54,Male,0
8514,8/24/2023 2:05,Home,465,5,2392,PayPal,54,,Joseph Vazquez,54,Male,0
8514,6/14/2020 18:50,Clothing,295,3,3071,Credit Card,54,0,Joseph Vazquez,54,Male,0
17567,4/10/2022 16:49,Home,366,3,3213,Cash,34,1,Kimberly Figueroa,34,Male,1
17567,7/24/2020 5:09,Electronics,369,1,2538,PayPal,34,,Kimberly Figueroa,34,Male,1
17567,3/3/2023 14:01,Books,391,4,361,Credit Card,34,1,Kimberly Figueroa,34,Male,1
17567,11/20/2022 15:48,Home,83,4,3556,Cash,34,1,Kimberly Figueroa,34,Male,1
17567,9/21/2020 12:01,Books,52,1,4825,Credit Card,34,0,Kimberly Figueroa,34,Male,1
17567,3/27/2023 14:23,Clothing,166,5,1072,Cash,34,1,Kimberly Figueroa,34,Male,1
17567,8/7/2020 8:34,Books,197,3,4806,Cash,34,1,Kimberly Figueroa,34,Male,1
35870,3/8/2021 12:55,Clothing,499,1,3546,Credit Card,41,1,Michael Schneider,41,Male,1
35870,10/11/2021 14:34,Home,406,3,2648,Cash,41,1,Michael Schneider,41,Male,1
35870,7/12/2023 18:42,Books,43,4,2069,Cash,41,,Michael Schneider,41,Male,1
35870,9/14/2021 19:12,Clothing,129,5,4936,Credit Card,41,1,Michael Schneider,41,Male,1
35870,12/17/2020 18:39,Home,460,5,1991,Credit Card,41,1,Michael Schneider,41,Male,1
2449,1/22/2023 6:05,Electronics,226,5,440,PayPal,59,0,Christian Mcneil,59,Female,0
2449,4/22/2020 3:03,Clothing,162,1,3970,Cash,59,1,Christian Mcneil,59,Female,0
2449,5/6/2021 17:02,Clothing,469,4,5136,PayPal,59,0,Christian Mcneil,59,Female,0
2449,6/19/2020 18:17,Electronics,118,2,4872,Credit Card,59,0,Christian Mcneil,59,Female,0
36837,9/6/2020 18:20,Electronics,114,5,4733,PayPal,37,,Meghan Love,37,Male,1
36837,9/6/2021 5:23,Books,228,3,2112,Cash,37,1,Meghan Love,37,Male,1
36837,4/7/2022 5:48,Books,419,3,1280,Cash,37,1,Meghan Love,37,Male,1
36837,2/1/2021 11:40,Books,494,4,1031,Credit Card,37,1,Meghan Love,37,Male,1
36837,2/13/2020 17:40,Books,94,1,2123,PayPal,37,1,Meghan Love,37,Male,1
36837,3/11/2020 12:01,Home,86,1,2691,Cash,37,1,Meghan Love,37,Male,1
36837,8/5/2021 9:48,Clothing,205,5,4079,PayPal,37,1,Meghan Love,37,Male,1
36837,3/13/2022 5:25,Home,53,2,1339,Cash,37,,Meghan Love,37,Male,1
36837,4/19/2023 0:37,Books,125,3,2830,PayPal,37,,Meghan Love,37,Male,1
36837,3/28/2020 3:07,Clothing,425,1,3893,PayPal,37,0,Meghan Love,37,Male,1
39908,9/14/2022 3:32,Clothing,269,4,1950,Credit Card,23,0,Patrick Hendricks,23,Female,0
39908,12/19/2021 13:25,Clothing,483,4,153,PayPal,23,0,Patrick Hendricks,23,Female,0
39908,11/7/2022 14:54,Home,115,2,5059,PayPal,23,,Patrick Hendricks,23,Female,0
39908,3/11/2021 18:55,Clothing,485,4,4533,Cash,23,,Patrick Hendricks,23,Female,0
39908,5/19/2023 23:53,Clothing,83,3,1551,Credit Card,23,0,Patrick Hendricks,23,Female,0
39908,7/20/2020 18:57,Books,252,2,3432,PayPal,23,0,Patrick Hendricks,23,Female,0
39908,11/15/2021 7:04,Electronics,229,2,5053,PayPal,23,,Patrick Hendricks,23,Female,0
46811,12/27/2021 16:25,Electronics,69,3,2743,Cash,50,,Crystal Foster DDS,50,Male,0
46811,8/31/2023 20:15,Clothing,216,2,1860,PayPal,50,,Crystal Foster DDS,50,Male,0
46811,6/25/2021 11:24,Books,370,5,2283,Cash,50,1,Crystal Foster DDS,50,Male,0
46811,8/13/2022 1:30,Home,124,1,5003,PayPal,50,0,Crystal Foster DDS,50,Male,0
46811,4/14/2022 12:41,Electronics,426,2,4747,PayPal,50,1,Crystal Foster DDS,50,Male,0
46811,4/24/2020 13:10,Home,158,2,2251,Cash,50,0,Crystal Foster DDS,50,Male,0
46811,3/31/2023 14:55,Books,180,3,296,PayPal,50,0,Crystal Foster DDS,50,Male,0
35434,5/22/2020 8:08,Electronics,12,1,4812,PayPal,25,,Kenneth Bush,25,Male,0
35434,6/12/2021 23:23,Books,418,2,3345,PayPal,25,0,Kenneth Bush,25,Male,0
35434,6/5/2020 21:55,Books,377,3,423,Credit Card,25,1,Kenneth Bush,25,Male,0
35434,5/17/2021 0:41,Electronics,126,2,2727,PayPal,25,0,Kenneth Bush,25,Male,0
35434,10/15/2022 4:19,Electronics,81,1,3764,PayPal,25,1,Kenneth Bush,25,Male,0
35434,10/14/2021 23:49,Home,22,1,2703,PayPal,25,1,Kenneth Bush,25,Male,0
39088,10/27/2022 2:57,Home,25,4,3880,Cash,70,0,Collin Pham,70,Male,0
39088,4/17/2020 10:16,Electronics,349,3,1952,Cash,70,,Collin Pham,70,Male,0
39088,10/25/2021 12:07,Electronics,55,2,2485,PayPal,70,,Collin Pham,70,Male,0
39088,8/14/2023 23:15,Books,219,1,648,Cash,70,1,Collin Pham,70,Male,0
39088,11/29/2021 9:01,Clothing,338,3,1024,Credit Card,70,1,Collin Pham,70,Male,0
39088,1/19/2020 4:14,Clothing,438,5,599,Credit Card,70,1,Collin Pham,70,Male,0
39088,5/24/2023 18:54,Books,241,4,5240,Credit Card,70,0,Collin Pham,70,Male,0
17454,10/24/2021 1:47,Home,478,5,2800,Credit Card,63,1,Robert Davis,63,Male,0
17454,10/10/2022 0:20,Books,43,3,3654,Cash,63,0,Robert Davis,63,Male,0
17454,7/6/2021 6:06,Books,210,1,963,Cash,63,0,Robert Davis,63,Male,0
17454,10/9/2020 4:12,Clothing,32,3,4343,PayPal,63,0,Robert Davis,63,Male,0
17454,3/12/2022 2:45,Clothing,458,4,713,Credit Card,63,1,Robert Davis,63,Male,0
17454,4/16/2023 1:22,Home,227,4,3151,PayPal,63,1,Robert Davis,63,Male,0
31679,9/15/2022 2:25,Books,255,1,4516,PayPal,57,,Kelly Young,57,Female,0
31679,4/19/2021 4:43,Electronics,77,1,2558,Cash,57,1,Kelly Young,57,Female,0
31679,10/31/2020 0:21,Books,119,3,2876,PayPal,57,,Kelly Young,57,Female,0
31679,7/5/2020 9:08,Books,98,3,3941,Cash,57,,Kelly Young,57,Female,0
31679,2/27/2021 5:23,Clothing,212,4,2740,Credit Card,57,0,Kelly Young,57,Female,0
31679,5/9/2023 2:37,Books,257,5,1112,Credit Card,57,1,Kelly Young,57,Female,0
31679,1/16/2020 5:56,Books,446,1,1069,Credit Card,57,1,Kelly Young,57,Female,0
31679,4/29/2023 21:53,Home,265,4,4997,Cash,57,,Kelly Young,57,Female,0
31679,7/15/2021 19:11,Home,218,4,323,PayPal,57,1,Kelly Young,57,Female,0
42570,6/3/2021 7:00,Home,86,5,1707,Credit Card,24,0,Abigail Bell,24,Male,1
42570,5/4/2020 23:19,Books,163,1,397,Cash,24,0,Abigail Bell,24,Male,1
42570,7/12/2022 20:11,Electronics,266,4,272,Cash,24,,Abigail Bell,24,Male,1
42570,3/27/2021 2:31,Home,487,1,4067,Cash,24,0,Abigail Bell,24,Male,1
42570,9/13/2023 15:53,Home,249,4,4192,Credit Card,24,,Abigail Bell,24,Male,1
42570,5/19/2021 11:12,Home,310,5,445,PayPal,24,0,Abigail Bell,24,Male,1
42570,4/10/2022 12:43,Clothing,184,3,3427,Credit Card,24,0,Abigail Bell,24,Male,1
42570,3/4/2021 7:05,Electronics,330,3,3133,Credit Card,24,0,Abigail Bell,24,Male,1
11058,8/6/2020 1:33,Home,19,3,3137,PayPal,34,1,Marc Duncan,34,Male,0
11058,3/10/2020 21:19,Clothing,238,5,945,Credit Card,34,0,Marc Duncan,34,Male,0
11058,9/10/2021 9:54,Books,320,4,4486,Cash,34,0,Marc Duncan,34,Male,0
11058,8/29/2022 12:00,Clothing,235,1,1909,Cash,34,0,Marc Duncan,34,Male,0
11058,9/7/2021 12:51,Clothing,56,5,3942,PayPal,34,,Marc Duncan,34,Male,0
11058,4/12/2021 7:52,Home,70,2,4715,PayPal,34,,Marc Duncan,34,Male,0
11058,12/24/2020 3:24,Books,454,5,2161,Cash,34,1,Marc Duncan,34,Male,0
8581,12/15/2022 15:25,Clothing,21,4,4135,Cash,32,1,Brian Johnson,32,Female,0
8581,5/6/2023 15:58,Clothing,327,4,2921,Credit Card,32,0,Brian Johnson,32,Female,0
8581,7/24/2023 8:20,Electronics,436,2,3924,PayPal,32,1,Brian Johnson,32,Female,0
8581,3/1/2022 4:37,Clothing,102,4,2694,Credit Card,32,1,Brian Johnson,32,Female,0
8581,5/6/2020 3:33,Home,495,1,919,Cash,32,0,Brian Johnson,32,Female,0
8581,10/20/2022 0:34,Home,223,4,2583,Cash,32,0,Brian Johnson,32,Female,0
41766,5/21/2021 18:33,Electronics,284,4,3255,Cash,22,1,Beth Mayo,22,Female,0
41766,2/6/2023 19:43,Books,129,3,332,Cash,22,1,Beth Mayo,22,Female,0
41766,12/6/2021 6:10,Home,493,4,242,Credit Card,22,1,Beth Mayo,22,Female,0
41766,8/17/2022 5:09,Clothing,187,1,4527,PayPal,22,,Beth Mayo,22,Female,0
41766,4/15/2021 5:09,Books,355,1,506,PayPal,22,,Beth Mayo,22,Female,0
41766,4/8/2021 8:50,Books,305,2,1361,PayPal,22,1,Beth Mayo,22,Female,0
41766,2/5/2020 1:37,Clothing,237,5,3972,PayPal,22,0,Beth Mayo,22,Female,0
41766,8/10/2020 1:11,Home,196,2,2420,Cash,22,1,Beth Mayo,22,Female,0
5563,5/30/2023 6:24,Clothing,365,3,3847,Cash,44,1,Michael Kelly,44,Female,0
5563,1/31/2020 3:07,Books,334,5,1356,Cash,44,,Michael Kelly,44,Female,0
5563,2/25/2023 10:01,Clothing,315,2,342,Credit Card,44,0,Michael Kelly,44,Female,0
5563,5/28/2020 3:13,Books,117,3,3973,Credit Card,44,,Michael Kelly,44,Female,0
5563,1/5/2020 15:41,Books,254,4,2252,Credit Card,44,1,Michael Kelly,44,Female,0
5563,1/3/2021 3:37,Books,355,5,2825,PayPal,44,0,Michael Kelly,44,Female,0
5563,9/9/2021 14:56,Electronics,373,3,2179,Cash,44,0,Michael Kelly,44,Female,0
5563,4/26/2022 22:38,Home,107,4,1048,Cash,44,,Michael Kelly,44,Female,0
5563,6/26/2021 8:09,Books,102,4,487,PayPal,44,0,Michael Kelly,44,Female,0
5563,12/22/2020 15:58,Books,478,2,481,PayPal,44,,Michael Kelly,44,Female,0
27050,12/26/2020 14:56,Home,299,2,1940,Cash,28,0,Justin King,28,Female,0
27050,7/31/2020 2:03,Electronics,391,4,2873,Cash,28,0,Justin King,28,Female,0
27050,3/8/2020 7:29,Home,224,3,2673,Cash,28,0,Justin King,28,Female,0
27050,9/2/2020 0:06,Electronics,495,4,5042,PayPal,28,0,Justin King,28,Female,0
27050,5/22/2022 7:39,Clothing,367,3,1876,Credit Card,28,1,Justin King,28,Female,0
27050,10/16/2020 14:19,Books,218,2,3031,Cash,28,1,Justin King,28,Female,0
957,12/13/2021 6:58,Clothing,410,5,4070,PayPal,34,1,Jasmine Coleman,34,Male,0
957,11/3/2022 11:19,Home,132,4,2347,PayPal,34,0,Jasmine Coleman,34,Male,0
957,5/11/2023 6:29,Books,59,4,2018,PayPal,34,,Jasmine Coleman,34,Male,0
15757,4/1/2021 17:13,Books,19,1,5096,PayPal,43,,Lisa Wu,43,Male,0
15757,7/29/2023 0:06,Books,199,3,2101,Cash,43,0,Lisa Wu,43,Male,0
15757,4/22/2020 13:58,Electronics,194,5,2646,Credit Card,43,1,Lisa Wu,43,Male,0
12886,4/19/2020 10:07,Books,417,3,3649,Cash,40,0,James Johnson,40,Female,0
12886,4/30/2022 21:10,Electronics,316,5,4440,Cash,40,0,James Johnson,40,Female,0
12886,3/1/2021 2:50,Books,171,2,3569,Credit Card,40,0,James Johnson,40,Female,0
12886,12/28/2021 22:53,Electronics,47,5,4414,Cash,40,1,James Johnson,40,Female,0
12886,8/4/2022 1:21,Electronics,17,2,2296,Credit Card,40,,James Johnson,40,Female,0
12886,2/7/2022 1:20,Electronics,468,5,3351,Credit Card,40,0,James Johnson,40,Female,0
12886,4/25/2020 17:54,Home,387,5,2447,PayPal,40,1,James Johnson,40,Female,0
19578,6/1/2020 7:07,Electronics,37,5,2721,Cash,18,1,Jason Hughes,18,Female,0
19578,5/18/2021 15:11,Books,257,4,3573,Cash,18,0,Jason Hughes,18,Female,0
19578,12/19/2021 11:01,Clothing,252,4,1865,Credit Card,18,0,Jason Hughes,18,Female,0
35518,3/5/2020 0:39,Clothing,115,2,331,PayPal,42,1,David Stevens,42,Male,0
35518,7/28/2023 16:34,Clothing,468,3,3544,Cash,42,0,David Stevens,42,Male,0
35518,9/12/2021 15:59,Home,342,5,1202,PayPal,42,0,David Stevens,42,Male,0
35518,5/23/2023 9:54,Home,177,3,3018,PayPal,42,1,David Stevens,42,Male,0
35518,4/15/2021 6:26,Electronics,384,1,4514,Cash,42,,David Stevens,42,Male,0
35518,9/19/2022 18:42,Clothing,192,3,2596,Credit Card,42,,David Stevens,42,Male,0
35518,11/8/2022 16:33,Electronics,15,2,3036,Cash,42,1,David Stevens,42,Male,0
29813,9/16/2021 19:52,Home,84,3,2549,Cash,54,0,Sierra Berry,54,Male,1
29813,5/13/2022 18:10,Books,152,3,2098,PayPal,54,0,Sierra Berry,54,Male,1
29813,12/7/2020 3:56,Books,330,1,1111,PayPal,54,,Sierra Berry,54,Male,1
29813,3/7/2023 17:54,Home,247,2,2431,PayPal,54,0,Sierra Berry,54,Male,1
29813,11/8/2020 7:06,Clothing,173,3,4554,PayPal,54,0,Sierra Berry,54,Male,1
29813,3/25/2022 5:01,Clothing,12,3,3678,Credit Card,54,,Sierra Berry,54,Male,1
29813,7/30/2023 18:04,Home,196,5,3902,Cash,54,1,Sierra Berry,54,Male,1
29813,8/14/2020 12:43,Electronics,125,1,524,Cash,54,1,Sierra Berry,54,Male,1
12672,6/13/2021 0:24,Electronics,214,1,3801,PayPal,63,1,Corey Sims,63,Female,0
